sha1,old_name,new_name,file_changed,type
9b8c0e2101b65612d6f4a261bd0cc0789137ac72,,,flink-table/flink-table-code-splitter/src/test/resources/splitter/expected/TestSplitJavaCode.java,Rename Attribute
9b8c0e2101b65612d6f4a261bd0cc0789137ac72,,,flink-table/flink-table-code-splitter/src/test/resources/splitter/expected/TestSplitJavaCode.java,Rename Attribute
734e736a429089f3cd4ff66c7e774e735c035555,DefaultKeyedStateStoreV2,DefaultKeyedStateStore,flink-runtime/src/main/java/org/apache/flink/runtime/state/v2/DefaultKeyedStateStoreV2.java,Rename Class
734e736a429089f3cd4ff66c7e774e735c035555,KeyedStateStoreV2,KeyedStateStore,flink-runtime/src/main/java/org/apache/flink/runtime/state/v2/KeyedStateStoreV2.java,Rename Class
734e736a429089f3cd4ff66c7e774e735c035555,keyedStateStoreV2,keyedStateStore,flink-runtime/src/main/java/org/apache/flink/streaming/api/operators/StreamingRuntimeContext.java,Rename Variable
734e736a429089f3cd4ff66c7e774e735c035555,keyedStateStoreV2,keyedStateStore,flink-runtime/src/main/java/org/apache/flink/streaming/api/operators/StreamingRuntimeContext.java,Rename Variable
734e736a429089f3cd4ff66c7e774e735c035555,keyedStateStoreV2,keyedStateStore,flink-runtime/src/main/java/org/apache/flink/streaming/api/operators/StreamingRuntimeContext.java,Rename Variable
734e736a429089f3cd4ff66c7e774e735c035555,keyedStateStoreV2,keyedStateStore,flink-runtime/src/main/java/org/apache/flink/streaming/api/operators/StreamingRuntimeContext.java,Rename Variable
734e736a429089f3cd4ff66c7e774e735c035555,keyedStateStoreV2,keyedStateStore,flink-runtime/src/main/java/org/apache/flink/streaming/api/operators/StreamingRuntimeContext.java,Rename Variable
734e736a429089f3cd4ff66c7e774e735c035555,keyedStateStoreV2,keyedStateStore,flink-runtime/src/main/java/org/apache/flink/streaming/api/operators/StreamingRuntimeContext.java,Rename Parameter
1360064d747258dba88b3f5a2c3193f4e18cd429,currentKeySetter,processorWithKey,flink-datastream/src/main/java/org/apache/flink/datastream/impl/context/DefaultPartitionedContext.java,Rename Parameter
1360064d747258dba88b3f5a2c3193f4e18cd429,key,k,flink-datastream/src/test/java/org/apache/flink/datastream/impl/context/DefaultNonPartitionedContextTest.java,Rename Variable
1360064d747258dba88b3f5a2c3193f4e18cd429,key,k,flink-datastream/src/test/java/org/apache/flink/datastream/impl/context/DefaultNonPartitionedContextTest.java,Rename Variable
1360064d747258dba88b3f5a2c3193f4e18cd429,currentKeySetter,processorWithKey,flink-datastream/src/main/java/org/apache/flink/datastream/impl/context/DefaultStateManager.java,Rename Parameter
1360064d747258dba88b3f5a2c3193f4e18cd429,currentKeySetter,processorWithKey,flink-datastream/src/main/java/org/apache/flink/datastream/impl/context/DefaultStateManager.java,Rename Attribute
1360064d747258dba88b3f5a2c3193f4e18cd429,key,k,flink-datastream/src/test/java/org/apache/flink/datastream/impl/context/DefaultTwoOutputNonPartitionedContextTest.java,Rename Variable
1360064d747258dba88b3f5a2c3193f4e18cd429,key,k,flink-datastream/src/test/java/org/apache/flink/datastream/impl/context/DefaultTwoOutputNonPartitionedContextTest.java,Rename Variable
7d95fe8ba92841cf535f079d1d85c95fca1c1028,ForStStateBackendTestV2,ForStStateBackendV2Test,flink-state-backends/flink-statebackend-forst/src/test/java/org/apache/flink/state/forst/ForStStateBackendTestV2.java,Rename Class
5ff8d5de62e81cdeecca91f1617f0e05ecc8c6bc,sourceNodeId,sourceNode,flink-runtime/src/main/java/org/apache/flink/streaming/api/graph/util/OperatorChainInfo.java,Rename Parameter
5ff8d5de62e81cdeecca91f1617f0e05ecc8c6bc,operatorInfo,chainInfo,flink-runtime/src/main/java/org/apache/flink/streaming/api/graph/StreamingJobGraphGenerator.java,Rename Variable
a1555b0c53493fa80d0cf4b933396941c7de7073,getJobVertexIds,getVertexIds,flink-runtime/src/main/java/org/apache/flink/runtime/jobgraph/forwardgroup/ForwardGroup.java,Rename Method
f7d280ec1de761ad9f6960a30fcec02675939c78,getUnionJobGraph,createJobGraph,flink-streaming-java/src/test/java/org/apache/flink/streaming/api/graph/StreamingJobGraphGeneratorTest.java,Rename Method
f7d280ec1de761ad9f6960a30fcec02675939c78,env,streamGraph,flink-streaming-java/src/test/java/org/apache/flink/streaming/api/graph/StreamingJobGraphGeneratorTest.java,Rename Parameter
b32181bb95d8865b8d3eac3c6a6ed4f0f0c14a98,confirmLeadership,confirmLeadershipAsync,flink-runtime/src/main/java/org/apache/flink/runtime/highavailability/nonha/embedded/EmbeddedLeaderService.java,Rename Method
b32181bb95d8865b8d3eac3c6a6ed4f0f0c14a98,hasLeadership,hasLeadershipAsync,flink-runtime/src/main/java/org/apache/flink/runtime/highavailability/nonha/embedded/EmbeddedLeaderService.java,Rename Method
b32181bb95d8865b8d3eac3c6a6ed4f0f0c14a98,testHasLeadershipWithLeadershipButNoGrantEventProcessed,testHasLeadershipAsyncAfterLeaderElectionClose,flink-runtime/src/test/java/org/apache/flink/runtime/leaderelection/DefaultLeaderElectionServiceTest.java,Rename Method
b32181bb95d8865b8d3eac3c6a6ed4f0f0c14a98,testHasLeadershipWithLeadershipAndGrantEventProcessed,testHasLeadershipAsyncWithLeadershipAndGrantEventProcessed,flink-runtime/src/test/java/org/apache/flink/runtime/leaderelection/DefaultLeaderElectionServiceTest.java,Rename Method
b32181bb95d8865b8d3eac3c6a6ed4f0f0c14a98,testHasLeadershipWithLeadershipLostButNoRevokeEventProcessed,testHasLeadershipAsyncWithLeadershipLostButNoRevokeEventProcessed,flink-runtime/src/test/java/org/apache/flink/runtime/leaderelection/DefaultLeaderElectionServiceTest.java,Rename Method
b32181bb95d8865b8d3eac3c6a6ed4f0f0c14a98,testHasLeadershipWithLeadershipLostAndRevokeEventProcessed,testHasLeadershipAsyncWithLeadershipLostAndRevokeEventProcessed,flink-runtime/src/test/java/org/apache/flink/runtime/leaderelection/DefaultLeaderElectionServiceTest.java,Rename Method
b32181bb95d8865b8d3eac3c6a6ed4f0f0c14a98,testHasLeadershipAfterLeaderElectionClose,testHasLeadershipAsyncWithLeadershipButNoGrantEventProcessed,flink-runtime/src/test/java/org/apache/flink/runtime/leaderelection/DefaultLeaderElectionServiceTest.java,Rename Method
b32181bb95d8865b8d3eac3c6a6ed4f0f0c14a98,confirmLeadership,confirmLeadershipAsync,flink-runtime/src/main/java/org/apache/flink/runtime/leaderelection/DefaultLeaderElectionService.java,Rename Method
b32181bb95d8865b8d3eac3c6a6ed4f0f0c14a98,hasLeadership,hasLeadershipAsync,flink-runtime/src/main/java/org/apache/flink/runtime/leaderelection/DefaultLeaderElectionService.java,Rename Method
b32181bb95d8865b8d3eac3c6a6ed4f0f0c14a98,confirmLeadership,confirmLeadershipAsync,flink-runtime/src/main/java/org/apache/flink/runtime/leaderelection/LeaderElection.java,Rename Method
b32181bb95d8865b8d3eac3c6a6ed4f0f0c14a98,testHasLeadershipWithContender,testHasLeadershipAsyncWithContender,flink-runtime/src/test/java/org/apache/flink/runtime/leaderelection/StandaloneLeaderElectionTest.java,Rename Method
b32181bb95d8865b8d3eac3c6a6ed4f0f0c14a98,testHasLeadershipTrue,testHasLeadershipAsyncTrue,flink-runtime/src/test/java/org/apache/flink/runtime/leaderelection/DefaultLeaderElectionTest.java,Rename Method
b32181bb95d8865b8d3eac3c6a6ed4f0f0c14a98,testHasLeadershipFalse,testHasLeadershipAsyncFalse,flink-runtime/src/test/java/org/apache/flink/runtime/leaderelection/DefaultLeaderElectionTest.java,Rename Method
b32181bb95d8865b8d3eac3c6a6ed4f0f0c14a98,testHasLeadership,testHasLeadershipAsync,flink-runtime/src/test/java/org/apache/flink/runtime/leaderelection/DefaultLeaderElectionTest.java,Rename Method
b32181bb95d8865b8d3eac3c6a6ed4f0f0c14a98,confirmLeadership,confirmLeadershipAsync,flink-runtime/src/test/java/org/apache/flink/runtime/leaderelection/DefaultLeaderElectionTest.java,Rename Method
b32181bb95d8865b8d3eac3c6a6ed4f0f0c14a98,hasLeadership,hasLeadershipAsync,flink-runtime/src/test/java/org/apache/flink/runtime/leaderelection/DefaultLeaderElectionTest.java,Rename Method
b32181bb95d8865b8d3eac3c6a6ed4f0f0c14a98,confirmLeadership,confirmLeadershipAsync,flink-runtime/src/main/java/org/apache/flink/runtime/leaderelection/DefaultLeaderElection.java,Rename Method
b32181bb95d8865b8d3eac3c6a6ed4f0f0c14a98,hasLeadership,hasLeadershipAsync,flink-runtime/src/main/java/org/apache/flink/runtime/leaderelection/DefaultLeaderElection.java,Rename Method
b32181bb95d8865b8d3eac3c6a6ed4f0f0c14a98,testHasLeadership,testHasLeadershipAsync,flink-runtime/src/test/java/org/apache/flink/runtime/leaderelection/LeaderElectionTest.java,Rename Method
b32181bb95d8865b8d3eac3c6a6ed4f0f0c14a98,confirmLeadership,confirmLeadershipAsync,flink-runtime/src/main/java/org/apache/flink/runtime/leaderelection/StandaloneLeaderElection.java,Rename Method
b32181bb95d8865b8d3eac3c6a6ed4f0f0c14a98,hasLeadership,hasLeadershipAsync,flink-runtime/src/main/java/org/apache/flink/runtime/leaderelection/StandaloneLeaderElection.java,Rename Method
b32181bb95d8865b8d3eac3c6a6ed4f0f0c14a98,confirmLeadership,confirmLeadershipAsync,flink-runtime/src/test/java/org/apache/flink/runtime/leaderelection/TestingLeaderElection.java,Rename Method
b32181bb95d8865b8d3eac3c6a6ed4f0f0c14a98,hasLeadership,hasLeadershipAsync,flink-runtime/src/test/java/org/apache/flink/runtime/leaderelection/TestingLeaderElection.java,Rename Method
b32181bb95d8865b8d3eac3c6a6ed4f0f0c14a98,confirmLeadership,confirmLeadershipAsync,flink-runtime/src/test/java/org/apache/flink/runtime/rest/util/DocumentingDispatcherRestEndpoint.java,Rename Method
b32181bb95d8865b8d3eac3c6a6ed4f0f0c14a98,hasLeadership,hasLeadershipAsync,flink-runtime/src/test/java/org/apache/flink/runtime/rest/util/DocumentingDispatcherRestEndpoint.java,Rename Method
b32181bb95d8865b8d3eac3c6a6ed4f0f0c14a98,confirmLeadership,confirmLeadershipAsync,flink-runtime/src/main/java/org/apache/flink/runtime/leaderelection/DefaultLeaderElection.java,Rename Method
b32181bb95d8865b8d3eac3c6a6ed4f0f0c14a98,hasLeadership,hasLeadershipAsync,flink-runtime/src/main/java/org/apache/flink/runtime/leaderelection/DefaultLeaderElection.java,Rename Method
b32181bb95d8865b8d3eac3c6a6ed4f0f0c14a98,hasLeadership,hasLeadershipAsync,flink-runtime/src/main/java/org/apache/flink/runtime/leaderelection/LeaderElection.java,Rename Method
6a85f8047b2bf3121a3961f6bd5905b0d33403e8,createState,getOrCreateKeyedState,flink-runtime/src/main/java/org/apache/flink/runtime/state/v2/adaptor/AsyncKeyedStateBackendAdaptor.java,Rename Method
6a85f8047b2bf3121a3961f6bd5905b0d33403e8,createState,getOrCreateKeyedState,flink-runtime/src/test/java/org/apache/flink/runtime/state/StateBackendTestUtils.java,Rename Method
6a85f8047b2bf3121a3961f6bd5905b0d33403e8,createState,getOrCreateKeyedState,flink-runtime/src/main/java/org/apache/flink/runtime/state/AsyncKeyedStateBackend.java,Rename Method
31d6ce89c1934d0d312c5d240bed7b21f4370e51,forstFileSystem,fileSystem,flink-state-backends/flink-statebackend-forst/src/test/java/org/apache/flink/state/forst/ForStResourceContainerTest.java,Rename Variable
31d6ce89c1934d0d312c5d240bed7b21f4370e51,forstFileSystem,forStFileSystem,flink-state-backends/flink-statebackend-forst/src/main/java/org/apache/flink/state/forst/ForStResourceContainer.java,Rename Attribute
529f64078a34d9840a26906bcf967a2147d305f9,isStreamingMode,streamingMode,flink-table/flink-table-planner/src/test/java/org/apache/flink/table/planner/catalog/JavaCatalogTableTest.java,Rename Attribute
529f64078a34d9840a26906bcf967a2147d305f9,isStreamingMode,streamingMode,flink-table/flink-table-planner/src/test/java/org/apache/flink/table/planner/catalog/JavaCatalogTableTest.java,Rename Parameter
529f64078a34d9840a26906bcf967a2147d305f9,isStreamingMode,streamingMode,flink-table/flink-table-planner/src/test/java/org/apache/flink/table/planner/catalog/JavaCatalogTableTest.java,Rename Attribute
1580b4dd53cf023a201f12d822df0f9c1fbe241d,testUpdateTopology,testUpdateTopologyWithInitializedJobVertices,flink-runtime/src/test/java/org/apache/flink/runtime/scheduler/adapter/DefaultExecutionTopologyTest.java,Rename Method
1580b4dd53cf023a201f12d822df0f9c1fbe241d,notifyExecutionGraphUpdated,notifyExecutionGraphUpdatedWithInitializedJobVertices,flink-runtime/src/main/java/org/apache/flink/runtime/scheduler/adapter/DefaultExecutionTopology.java,Rename Method
1580b4dd53cf023a201f12d822df0f9c1fbe241d,forwardGroupsByJobVertexId,adaptiveExecutionHandler,flink-runtime/src/main/java/org/apache/flink/runtime/scheduler/adaptivebatch/AdaptiveBatchScheduler.java,Rename Attribute
1580b4dd53cf023a201f12d822df0f9c1fbe241d,jobGraph,executionPlan,flink-runtime/src/main/java/org/apache/flink/runtime/scheduler/adaptivebatch/AdaptiveBatchSchedulerFactory.java,Rename Parameter
1580b4dd53cf023a201f12d822df0f9c1fbe241d,jobGraph,executionPlan,flink-runtime/src/main/java/org/apache/flink/runtime/scheduler/adaptivebatch/AdaptiveBatchSchedulerFactory.java,Rename Parameter
2d9fb799ed6647898ca353163723d3484dabfb6c,moveToNextReadableRegion,moveToNextReadablePosition,flink-runtime/src/main/java/org/apache/flink/runtime/io/network/partition/PartitionedFileReader.java,Rename Method
2d9fb799ed6647898ca353163723d3484dabfb6c,targetSubpartition,subpartitionOrderRotationIndex,flink-runtime/src/main/java/org/apache/flink/runtime/io/network/partition/PartitionedFileReader.java,Rename Parameter
2d9fb799ed6647898ca353163723d3484dabfb6c,targetSubpartition,subpartitionOrderRotationIndex,flink-runtime/src/main/java/org/apache/flink/runtime/io/network/partition/PartitionedFileReader.java,Rename Attribute
2d9fb799ed6647898ca353163723d3484dabfb6c,targetSubpartition,subpartitionOrderRotationIndex,flink-runtime/src/main/java/org/apache/flink/runtime/io/network/partition/SortMergeResultPartitionReadScheduler.java,Rename Parameter
2d9fb799ed6647898ca353163723d3484dabfb6c,targetSubpartition,indexSet,flink-runtime/src/main/java/org/apache/flink/runtime/io/network/partition/SortMergeResultPartitionReadScheduler.java,Rename Parameter
96773507be249c53eabba1f4468f151117e82de1,numberOfKeyGroups,keyGroupRange,flink-runtime/src/test/java/org/apache/flink/runtime/state/v2/StateBackendTestV2Base.java,Rename Parameter
96773507be249c53eabba1f4468f151117e82de1,numberOfKeyGroups,keyGroupRange,flink-runtime/src/test/java/org/apache/flink/runtime/state/v2/StateBackendTestV2Base.java,Rename Parameter
96773507be249c53eabba1f4468f151117e82de1,restoreFromMainTransferredHandle,mergeStateHandlesWithCopyFromTemporaryInstance,flink-state-backends/flink-statebackend-forst/src/main/java/org/apache/flink/state/forst/restore/ForStIncrementalRestoreOperation.java,Rename Method
96773507be249c53eabba1f4468f151117e82de1,otherSpecs,specs,flink-state-backends/flink-statebackend-forst/src/main/java/org/apache/flink/state/forst/restore/ForStIncrementalRestoreOperation.java,Rename Parameter
96773507be249c53eabba1f4468f151117e82de1,mainHandle,baseSpec,flink-state-backends/flink-statebackend-forst/src/main/java/org/apache/flink/state/forst/restore/ForStIncrementalRestoreOperation.java,Rename Parameter
96773507be249c53eabba1f4468f151117e82de1,handle,handleSpec,flink-state-backends/flink-statebackend-forst/src/main/java/org/apache/flink/state/forst/restore/ForStIncrementalRestoreOperation.java,Rename Parameter
12ee2993707e01fa665eaa35795f25c62c946d11,anotherThread,executorService,flink-runtime/src/test/java/org/apache/flink/runtime/asyncprocessing/operators/AbstractAsyncStateStreamOperatorTest.java,Rename Variable
d6c3e8cddd4b01b0df1a772cbbafbc3bc5cf9a7e,snapshots,snapshot,flink-runtime/src/main/java/org/apache/flink/runtime/shuffle/ShuffleMaster.java,Rename Parameter
ab8286e8b5c7895cc0d009521eb9c660eeb01609,FunctionHintTableArgScalarFunction,TableArgScalarFunction,flink-table/flink-table-common/src/test/java/org/apache/flink/table/types/extraction/TypeInferenceExtractorTest.java,Rename Class
ab8286e8b5c7895cc0d009521eb9c660eeb01609,createParameterSignatureExtraction,createArgumentsFromParametersExtraction,flink-table/flink-table-common/src/main/java/org/apache/flink/table/types/extraction/BaseMappingExtractor.java,Rename Method
ab8286e8b5c7895cc0d009521eb9c660eeb01609,extractDataTypeArgument,extractScalarArgument,flink-table/flink-table-common/src/main/java/org/apache/flink/table/types/extraction/BaseMappingExtractor.java,Rename Method
ab8286e8b5c7895cc0d009521eb9c660eeb01609,extractArgumentNames,extractStateNames,flink-table/flink-table-common/src/main/java/org/apache/flink/table/types/extraction/BaseMappingExtractor.java,Rename Method
ab8286e8b5c7895cc0d009521eb9c660eeb01609,verification,outputVerification,flink-table/flink-table-common/src/main/java/org/apache/flink/table/types/extraction/BaseMappingExtractor.java,Rename Parameter
ab8286e8b5c7895cc0d009521eb9c660eeb01609,parameterTypes,argumentTemplates,flink-table/flink-table-common/src/main/java/org/apache/flink/table/types/extraction/BaseMappingExtractor.java,Rename Variable
ab8286e8b5c7895cc0d009521eb9c660eeb01609,hint,dataTypehint,flink-table/flink-table-common/src/main/java/org/apache/flink/table/types/extraction/BaseMappingExtractor.java,Rename Variable
ab8286e8b5c7895cc0d009521eb9c660eeb01609,offset,state,flink-table/flink-table-common/src/main/java/org/apache/flink/table/types/extraction/BaseMappingExtractor.java,Rename Parameter
ab8286e8b5c7895cc0d009521eb9c660eeb01609,verification,outputVerification,flink-table/flink-table-common/src/main/java/org/apache/flink/table/types/extraction/BaseMappingExtractor.java,Rename Attribute
ab8286e8b5c7895cc0d009521eb9c660eeb01609,extractFromMethodOutput,extractFromMethodReturnType,flink-table/flink-table-common/src/main/java/org/apache/flink/table/types/extraction/DataTypeExtractor.java,Rename Method
ab8286e8b5c7895cc0d009521eb9c660eeb01609,extractFromMethodOutput,extractFromMethodReturnType,flink-table/flink-table-common/src/main/java/org/apache/flink/table/types/extraction/DataTypeExtractor.java,Rename Method
ab8286e8b5c7895cc0d009521eb9c660eeb01609,of,ofInputGroup,flink-table/flink-table-common/src/main/java/org/apache/flink/table/types/extraction/FunctionArgumentTemplate.java,Rename Method
ab8286e8b5c7895cc0d009521eb9c660eeb01609,dataType,inputGroup,flink-table/flink-table-common/src/main/java/org/apache/flink/table/types/extraction/FunctionArgumentTemplate.java,Rename Parameter
ab8286e8b5c7895cc0d009521eb9c660eeb01609,configureNamedArguments,configureStaticArguments,flink-table/flink-table-common/src/main/java/org/apache/flink/table/types/extraction/TypeInferenceExtractor.java,Rename Method
ab8286e8b5c7895cc0d009521eb9c660eeb01609,resultMapping,outputMapping,flink-table/flink-table-common/src/main/java/org/apache/flink/table/types/extraction/TypeInferenceExtractor.java,Rename Parameter
ab8286e8b5c7895cc0d009521eb9c660eeb01609,accumulatorMapping,stateMapping,flink-table/flink-table-common/src/main/java/org/apache/flink/table/types/extraction/TypeInferenceExtractor.java,Rename Variable
ab8286e8b5c7895cc0d009521eb9c660eeb01609,accumulatorMapping,stateMapping,flink-table/flink-table-common/src/main/java/org/apache/flink/table/types/extraction/TypeInferenceExtractor.java,Rename Parameter
ab8286e8b5c7895cc0d009521eb9c660eeb01609,toClass,toClassList,flink-table/flink-table-common/src/main/java/org/apache/flink/table/types/extraction/FunctionSignatureTemplate.java,Rename Method
ab8286e8b5c7895cc0d009521eb9c660eeb01609,of,ofOutput,flink-table/flink-table-common/src/main/java/org/apache/flink/table/types/extraction/FunctionResultTemplate.java,Rename Method
ab8286e8b5c7895cc0d009521eb9c660eeb01609,createResultTemplate,createOutputTemplate,flink-table/flink-table-common/src/main/java/org/apache/flink/table/types/extraction/FunctionTemplate.java,Rename Method
ab8286e8b5c7895cc0d009521eb9c660eeb01609,getAccumulatorTemplate,getStateTemplate,flink-table/flink-table-common/src/main/java/org/apache/flink/table/types/extraction/FunctionTemplate.java,Rename Method
ab8286e8b5c7895cc0d009521eb9c660eeb01609,allArgumentNameNotSet,allArgumentNamesNotSet,flink-table/flink-table-common/src/main/java/org/apache/flink/table/types/extraction/FunctionTemplate.java,Rename Variable
ab8286e8b5c7895cc0d009521eb9c660eeb01609,argumentOptionals,argumentTraits,flink-table/flink-table-common/src/main/java/org/apache/flink/table/types/extraction/FunctionTemplate.java,Rename Variable
ab8286e8b5c7895cc0d009521eb9c660eeb01609,dataTypeHint,t,flink-table/flink-table-common/src/main/java/org/apache/flink/table/types/extraction/FunctionTemplate.java,Rename Variable
ab8286e8b5c7895cc0d009521eb9c660eeb01609,accumulatorTemplate,stateTemplate,flink-table/flink-table-common/src/main/java/org/apache/flink/table/types/extraction/FunctionTemplate.java,Rename Parameter
ab8286e8b5c7895cc0d009521eb9c660eeb01609,accumulatorTemplate,stateTemplate,flink-table/flink-table-common/src/main/java/org/apache/flink/table/types/extraction/FunctionTemplate.java,Rename Attribute
ab8286e8b5c7895cc0d009521eb9c660eeb01609,outputExtraction,resultExtraction,flink-table/flink-table-common/src/main/java/org/apache/flink/table/types/extraction/ProcedureMappingExtractor.java,Rename Parameter
ab8286e8b5c7895cc0d009521eb9c660eeb01609,extractAccumulatorMapping,extractStateMapping,flink-table/flink-table-common/src/main/java/org/apache/flink/table/types/extraction/FunctionMappingExtractor.java,Rename Method
ab8286e8b5c7895cc0d009521eb9c660eeb01609,createReturnTypeResultExtraction,createOutputFromReturnTypeInMethod,flink-table/flink-table-common/src/main/java/org/apache/flink/table/types/extraction/FunctionMappingExtractor.java,Rename Method
ab8286e8b5c7895cc0d009521eb9c660eeb01609,createGenericResultExtraction,createOutputFromGenericInClass,flink-table/flink-table-common/src/main/java/org/apache/flink/table/types/extraction/FunctionMappingExtractor.java,Rename Method
ab8286e8b5c7895cc0d009521eb9c660eeb01609,createGenericResultExtractionFromMethod,createOutputFromGenericInMethod,flink-table/flink-table-common/src/main/java/org/apache/flink/table/types/extraction/FunctionMappingExtractor.java,Rename Method
ab8286e8b5c7895cc0d009521eb9c660eeb01609,hasAccumulator,supportsState,flink-table/flink-table-common/src/main/java/org/apache/flink/table/types/extraction/FunctionMappingExtractor.java,Rename Method
ab8286e8b5c7895cc0d009521eb9c660eeb01609,signature,arguments,flink-table/flink-table-common/src/main/java/org/apache/flink/table/types/extraction/FunctionMappingExtractor.java,Rename Variable
ab8286e8b5c7895cc0d009521eb9c660eeb01609,accumulatorExtraction,stateExtraction,flink-table/flink-table-common/src/main/java/org/apache/flink/table/types/extraction/FunctionMappingExtractor.java,Rename Parameter
ab8286e8b5c7895cc0d009521eb9c660eeb01609,accumulatorExtraction,stateExtraction,flink-table/flink-table-common/src/main/java/org/apache/flink/table/types/extraction/FunctionMappingExtractor.java,Rename Attribute
ab8286e8b5c7895cc0d009521eb9c660eeb01609,optionalArguments,staticArgs,flink-table/flink-table-planner/src/main/java/org/apache/flink/table/planner/functions/inference/TypeInferenceOperandChecker.java,Rename Variable
ab8286e8b5c7895cc0d009521eb9c660eeb01609,testArgumentTypes,testStaticArguments,flink-table/flink-table-common/src/test/java/org/apache/flink/table/types/extraction/TypeInferenceExtractorTest.java,Rename Method
ab8286e8b5c7895cc0d009521eb9c660eeb01609,testAccumulatorTypeStrategy,testStateTypeStrategies,flink-table/flink-table-common/src/test/java/org/apache/flink/table/types/extraction/TypeInferenceExtractorTest.java,Rename Method
ab8286e8b5c7895cc0d009521eb9c660eeb01609,expectAccumulatorMapping,expectState,flink-table/flink-table-common/src/test/java/org/apache/flink/table/types/extraction/TypeInferenceExtractorTest.java,Rename Method
ab8286e8b5c7895cc0d009521eb9c660eeb01609,validator,name,flink-table/flink-table-common/src/test/java/org/apache/flink/table/types/extraction/TypeInferenceExtractorTest.java,Rename Parameter
ab8286e8b5c7895cc0d009521eb9c660eeb01609,accumulatorStrategy,stateTypeStrategy,flink-table/flink-table-common/src/test/java/org/apache/flink/table/types/extraction/TypeInferenceExtractorTest.java,Rename Parameter
